,...1.x,ResponseId,Q3_recoded.x,Q4.x,Q6.x,data_same.x,data_similar.x,data,procedure_same.x,procedure_similar.x,procedure,results_same.x,results_similar.x,results,context_same.x,context_similar.x,context,rp_rejection.x,Missing.x,Notes.x,...1.y,Q3_recoded.y,Q4.y,Q6.y,data_same.y,data_similar.y,data,procedure_same.y,procedure_similar.y,procedure,results_same.y,results_similar.y,results,context_same.y,context_similar.y,context,rp_rejection.y,Missing.y,Notes.y,diff_data_same,diff_data_sim,diff_pro_same,diff_pro_sim,diff_res_same,diff_res_sim,diff_con_same,diff_con_sim,diff_rp_rej,diff_miss,diff_any,count_diff,diff_data_agg,diff_pro_agg,diff_res_agg,diff_con_agg,diff_tot_agg,dat_rec,pro_rec,res_rec,con_rec,Rejection,label
41,7,R_1i8mM0MdHcEegwF,Human,Mixed Methods,"The use of Methods that allow other researchers (or the same researchers in different points in time) to administer the same tool, with comparable or equal samples, with the chance of comparing or complementing results",1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,7,Human,Mixed Methods,"The use of Methods that allow other researchers (or the same researchers in different points in time) to administer the same tool, with comparable or equal samples, with the chance of comparing or complementing results",1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,1,1,0,0,Data Collection
42,9,R_eXrHrNUR9PEdovD,Nature/society,Mixed Methods,My interpretation of reproducibility is that results are communicated in a transparent way to ensure the study can be replicated in the future.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not sure how to code,9,Nature/society,Mixed Methods,My interpretation of reproducibility is that results are communicated in a transparent way to ensure the study can be replicated in the future.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Discuss - this roots reproducibility to results, but not in the same/similar vein",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,1,1,0,0,Transparency/Extension
65,181,R_QhnuPQnFc2LQhI5,Nature/society,Qualitative,The objective of testing the results by using the same  methods,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,181,Nature/society,Qualitative,The objective of testing the results by using the same  methods,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,1,1,0,0,
68,202,R_DNbFPqtAczho7a9,Methods,Quantitative,"My research is clearly and correctly described, so that the other people can get the same result if he or she do the same thing as I describe.",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,202,Methods,Quantitative,"My research is clearly and correctly described, so that the other people can get the same result if he or she do the same thing as I describe.",0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,1,1,0,0,Transparency/Extension
9,167,R_2fDkz9L95BKOzfl,Human,Mixed Methods,The ability to generate consistent results and findings through the developing of appropriate research tools and models,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,167,Human,Mixed Methods,The ability to generate consistent results and findings through the developing of appropriate research tools and models,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,1,0,0,1,0,1,1,0,0,Omit
47,37,R_2ygekBbNQW7Ko6U,Physical,Mixed Methods,"Being able to read and interpret the methods outlines in my research and produce the same results.  If the methods aren't clearly explained in a way that a working scientist can't reexamine them, I would say that work has a reproductibility problem",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,37,Physical,Mixed Methods,"Being able to read and interpret the methods outlines in my research and produce the same results.  If the methods aren't clearly explained in a way that a working scientist can't reexamine them, I would say that work has a reproductibility problem",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,1,0,1,1,0,0,Transparency/Extension
44,20,R_WkbjkBHgQBHjN17,Physical,Mixed Methods,"Here is my personal definition of 'reproducibility': a method to evaluate study findings by repeating the experiment using the same parameters (potentially numerous times) and comparing the resulting data sets. Having dissimilar (nonreproduced) values may call the validity of the studyâ€šÃ„Ã´s methods into question, but it does not necessarily automatically invalidate the initial findings.
Reproducibility, in my opinion, seems to be a growing issue in certain quantitative studies, e.g. lab or survey work. 
My work is creating surficial geologic maps. In this context, the issue of reproducibility is unlikely to be realistically address due to some qualitative methods. The product is a representation of sedimentological and lithological interpretations which based on numerous observations which are combined with past knowledge to create interpretations. The scale, effort, and opportunistic nature (e.g. seeing a newly dug construction site) of data collection does not allow for the work to be easily reproduced. Areas are rarely re-mapped at the same scale. Some areas are not remapped in the same century. In other words, once created these maps are authoritative for generations. Which is not necessarily a good thing. 
",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,20,Physical,Mixed Methods,"Here is my personal definition of 'reproducibility': a method to evaluate study findings by repeating the experiment using the same parameters (potentially numerous times) and comparing the resulting data sets. Having dissimilar (nonreproduced) values may call the validity of the studyâ€šÃ„Ã´s methods into question, but it does not necessarily automatically invalidate the initial findings.
Reproducibility, in my opinion, seems to be a growing issue in certain quantitative studies, e.g. lab or survey work. 
My work is creating surficial geologic maps. In this context, the issue of reproducibility is unlikely to be realistically address due to some qualitative methods. The product is a representation of sedimentological and lithological interpretations which based on numerous observations which are combined with past knowledge to create interpretations. The scale, effort, and opportunistic nature (e.g. seeing a newly dug construction site) of data collection does not allow for the work to be easily reproduced. Areas are rarely re-mapped at the same scale. Some areas are not remapped in the same century. In other words, once created these maps are authoritative for generations. Which is not necessarily a good thing. 
",0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,1,0,1,1,0,0,
49,51,R_sGajci8EN3p6VTb,Nature/society,Mixed Methods,Following methods a workflows that are reproducible by other scholars with the aim of demonstrating validity of research conclusions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not sure how to code,51,Nature/society,Mixed Methods,Following methods a workflows that are reproducible by other scholars with the aim of demonstrating validity of research conclusions.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,1,0,1,1,0,0,
57,135,R_25AVy1GWOOCIpnH,Human,Quantitative,The results obtained by statistical analysis of data should be achieved again when the study is replicated,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,135,Human,Quantitative,The results obtained by statistical analysis of data should be achieved again when the study is replicated,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,1,0,1,1,0,0,
72,216,R_PAFAVr13G8evqtH,Human,Qualitative,"Using the same data, another researcher could reproduce the same or similar results as I have",1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,216,Human,Qualitative,"Using the same data, another researcher could reproduce the same or similar results as I have",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,1,0,1,0,0,
50,53,R_0ICyV5xgAsZ2FYl,Physical,Mixed Methods,"I am a paleoclimatologist working on sediment chronology and geochemistry. Thus, data reproducibility is the first priority in our research. Further, the paleoclimate reconstruction, we make as per the geochemical variability should corroborate and thus reproduced with the globally accepted understanding of the climatic episodes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not sure,53,Physical,Mixed Methods,"I am a paleoclimatologist working on sediment chronology and geochemistry. Thus, data reproducibility is the first priority in our research. Further, the paleoclimate reconstruction, we make as per the geochemical variability should corroborate and thus reproduced with the globally accepted understanding of the climatic episodes.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"???, Similar, but similar to real world",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,0,1,0,0,
69,204,R_2rIKv5rhV8FKofI,Physical,Mixed Methods,Research findings or phenomena can be replicated,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,204,Physical,Mixed Methods,Research findings or phenomena can be replicated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,???,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,0,1,0,0,
71,213,R_3n79KR2hYWtXWOB,Human,Mixed Methods,The capacity of other scholars to reproduce the results of a research project.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,213,Human,Mixed Methods,The capacity of other scholars to reproduce the results of a research project.,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,0,1,0,0,
48,50,R_1LzA7lIjsqr41wj,Methods,Quantitative,Sharing data and code when submitting papers to journals. Drawing figures with code instead of softwares.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not sure how to code,50,Methods,Quantitative,Sharing data and code when submitting papers to journals. Drawing figures with code instead of softwares.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,???,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,1,1,1,0,0,0,
40,6,R_uzeiI5JcyYPNb2N,Methods,Mixed Methods,"For my computational work, I provide the code and explanation of the methods and data such that others could conduct the same sorts of experiments and analysis that I have. In my more qualitative work, I make clear the methodological principles followed (semi-structured interview, coding, etc.) such that while the work may not be 'reproducible' in the same way, one could conduct a similar study.

Honestly, beyond testing my own results for rigor and ensuring that others can understand (and if they want adapt/revisit) my own analysis, I do not worry about this.",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,Methods,Mixed Methods,"For my computational work, I provide the code and explanation of the methods and data such that others could conduct the same sorts of experiments and analysis that I have. In my more qualitative work, I make clear the methodological principles followed (semi-structured interview, coding, etc.) such that while the work may not be 'reproducible' in the same way, one could conduct a similar study.

Honestly, beyond testing my own results for rigor and ensuring that others can understand (and if they want adapt/revisit) my own analysis, I do not worry about this.",0,1,1,0,1,1,0,0,0,0,0,0,1,0,There are two definitions baked into this response.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,1,1,1,0,0,0,
45,26,R_12zf6ZKsCoZUof4,Physical,Quantitative,"Reproducibility is related to but is not the same as replication.  In a computational context, it means that someone else can reproduce the workflow of a given study by a sufficiently clear description of the method and the provision of code, data, etc.  This will also allow verification - that the software does what it is intended to do.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,Physical,Quantitative,"Reproducibility is related to but is not the same as replication.  In a computational context, it means that someone else can reproduce the workflow of a given study by a sufficiently clear description of the method and the provision of code, data, etc.  This will also allow verification - that the software does what it is intended to do.",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,1,1,1,0,0,0,
56,129,R_w4uCS9aOsTiIlX3,Human,Mixed Methods,"To my understanding, reproducibility is a way in which a method, tool, and concept that one has originally produced in his/her research work can be reproduced in other research activities.  For example, OSMnx is a simple python code tool that has been developed by Prof. Geoff Boeing. The tool is used by other researchers to extract road networks from OSM. The road networks that are extracted using this tool can also be reproduced in many ways in ArcGIS.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,129,Human,Mixed Methods,"To my understanding, reproducibility is a way in which a method, tool, and concept that one has originally produced in his/her research work can be reproduced in other research activities.  For example, OSMnx is a simple python code tool that has been developed by Prof. Geoff Boeing. The tool is used by other researchers to extract road networks from OSM. The road networks that are extracted using this tool can also be reproduced in many ways in ArcGIS.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,1,0,0,0,Transparency/Extension
55,123,R_BVfuYTRnE10Qbzr,Physical,Quantitative,"Reproducibility for my research would involve making measured values public, as well as any datasets, so that others might look at the same data and come to a different conclusion. Re-sampling the sites I worked on would be next to impossible, however, due to permits in a foreign country.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,Physical,Quantitative,"Reproducibility for my research would involve making measured values public, as well as any datasets, so that others might look at the same data and come to a different conclusion. Re-sampling the sites I worked on would be next to impossible, however, due to permits in a foreign country.",1,0,1,0,0,0,0,1,1,0,0,0,0,0,invert the results in the definition,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,1,0,0,0,0,Data Collection
70,205,R_3sanAH0uhIkmQ8e,Methods,Mixed Methods,Be replicated by other researchers,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205,Methods,Mixed Methods,Be replicated by other researchers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,???,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,1,0,0,0,0,0,Omit
62,155,R_3iEWRuCK0j0ql2Q,Methods,Quantitative,"new and fresh applications in more fields and innovant changes in these fields, like ITS, land administration, planning, daily life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclear how to code,155,Methods,Quantitative,"new and fresh applications in more fields and innovant changes in these fields, like ITS, land administration, planning, daily life.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,???,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,1,,,,,0,Omit
26,138,R_CkLdmpiBgItyBK9,Physical,Quantitative,"Data that other researchers could collect, or an interpretation of a data set that other researchers may also find.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unsure,138,Physical,Quantitative,"Data that other researchers could collect, or an interpretation of a data set that other researchers may also find.",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,0,0,1,,,,,0,Omit
35,192,R_2rke81G4Mi3t6Yf,Methods,Mixed Methods,The possibility to do the same work in other areas and/or using some other parameters,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,192,Methods,Mixed Methods,The possibility to do the same work in other areas and/or using some other parameters,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,1,0,1,0,
21,46,R_aWqs9BqHalJPYsN,Human,Qualitative,obtaining consistent research findings using the same data and analysis methods,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,46,Human,Qualitative,obtaining consistent research findings using the same data and analysis methods,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,1,1,1,0,0,
30,165,R_1OlQwzsksCPhfFK,Methods,Quantitative,"The posisbility to repeat the same experiment exactly with the same results on the same data, the use of a methodology tested on a given area on another area with similar performance",1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,165,Methods,Quantitative,"The posisbility to repeat the same experiment exactly with the same results on the same data, the use of a methodology tested on a given area on another area with similar performance",1,0,1,1,0,1,0,1,1,0,0,0,0,0,Actually transfer across contexts/populations,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,1,1,1,0,0,
94,169,R_3nOEqitKbI0tQan,Methods,Quantitative,"In a broad sense, reproducibility in my research would mean that the same analysis steps performed on the same dataset always yield the same result. I distinguish it from research that is replicable, robust, or generalizable. Reproducibility requires a series of actions on the part of the researcher, such as when authors provide all the code and data necessary to recreate the analysis, as per Claerbout and Karrenback (1992), or when measurements can be independently obtained with stated precision levels by a different and independent research team, as per Ivie and Thain (2018) in ACM Comput Survey. Similar to Stodden's (2020) approach, I also consider computational reproducibility (code, hardware details, readme are made available), empirical reproducibility (open data, data access issues, appropriate interoperability, metadata, standards, ontological frameworks), and analytics reproducibility (details on model parameters, hyperparameters are made known). In my work, reproducibility crosses over into replicability - and it may be necessary to have replicability as the scientific threshold - where the same analytics performed on different datasets yields similar results. This is due to the fact that many of the datasets I work with are sensitive, containing potentially personally identifiable data, that requires special permission to use, or are not shareable because they are privately held, or are synthetically generated by private organizations. This is similar to code not being shareable if the provenance of legacy code is unavailable. Reproducible research is the gold standard and a desirable characteristic, but it may not always be possible, despite the researcher's desires and intentions.",1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,169,Methods,Quantitative,"In a broad sense, reproducibility in my research would mean that the same analysis steps performed on the same dataset always yield the same result. I distinguish it from research that is replicable, robust, or generalizable. Reproducibility requires a series of actions on the part of the researcher, such as when authors provide all the code and data necessary to recreate the analysis, as per Claerbout and Karrenback (1992), or when measurements can be independently obtained with stated precision levels by a different and independent research team, as per Ivie and Thain (2018) in ACM Comput Survey. Similar to Stodden's (2020) approach, I also consider computational reproducibility (code, hardware details, readme are made available), empirical reproducibility (open data, data access issues, appropriate interoperability, metadata, standards, ontological frameworks), and analytics reproducibility (details on model parameters, hyperparameters are made known). In my work, reproducibility crosses over into replicability - and it may be necessary to have replicability as the scientific threshold - where the same analytics performed on different datasets yields similar results. This is due to the fact that many of the datasets I work with are sensitive, containing potentially personally identifiable data, that requires special permission to use, or are not shareable because they are privately held, or are synthetically generated by private organizations. This is similar to code not being shareable if the provenance of legacy code is unavailable. Reproducible research is the gold standard and a desirable characteristic, but it may not always be possible, despite the researcher's desires and intentions.",1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,1,1,1,0,1,
1,121,R_3G7GPEXtZFPEHKK,Physical,Mixed Methods,"Experimental reproducibility = can the experiment be reproduced in general with reported settings.
Instrumental reproducibility = will the instrument give the same results on the same sample or a replicate sample set with analytical replicates.
Biological/chemical reproducibility = will sample replication produce the same results?
Reproducibility/replication = speaks to standard, analytical, or biological error",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,121,Physical,Mixed Methods,"Experimental reproducibility = can the experiment be reproduced in general with reported settings.
Instrumental reproducibility = will the instrument give the same results on the same sample or a replicate sample set with analytical replicates.
Biological/chemical reproducibility = will sample replication produce the same results?
Reproducibility/replication = speaks to standard, analytical, or biological error",0,0,0,0,1,1,0,1,1,0,0,0,0,0,"Coded experimental defintiion, which seems closest to out thinking",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,0,0,1,1,0,0,
22,47,R_3L1gKRijWwBksXA,Physical,Quantitative,An ability to produce consistent results when an experiment is repeated!,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,47,Physical,Quantitative,An ability to produce consistent results when an experiment is repeated!,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,1,1,0,0,
23,130,R_2rBgMLoLqXtsJDe,Methods,Mixed Methods,Designing methods in such a way that another researcher of equal skill could replicate results and achieve similar results.,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,130,Methods,Mixed Methods,Designing methods in such a way that another researcher of equal skill could replicate results and achieve similar results.,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,1,1,0,0,
25,134,R_2VDEmQJYuzV9xbB,Physical,Quantitative,That research can be done again to gain similar results,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,134,Physical,Quantitative,That research can be done again to gain similar results,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,1,1,0,0,
37,203,R_1Dvf2sd2qjYIwdh,Methods,Quantitative,"Make sure that if other investigators repeat the same kind of analysis, they will obtain similar or same results.",0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,203,Methods,Quantitative,"Make sure that if other investigators repeat the same kind of analysis, they will obtain similar or same results.",0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,1,1,0,0,
86,113,R_3fpiI4D8bZ8O4oq,Human,Mixed Methods,I prefer using replicability. It means validate research results with a high degree of reliability if the analysis is replicated,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,113,Human,Mixed Methods,I prefer using replicability. It means validate research results with a high degree of reliability if the analysis is replicated,0,0,0,1,0,1,0,1,1,0,0,0,1,0,Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,1,1,0,0,
31,175,R_3EhF8WsNKbzFNVC,Human,Mixed Methods,I associate the term reproducibility mostly with quantitative methods and quantitative data. Although even in those contacts there can be quite a degree of variation in what is possible with respect to reproducibility. In my experience there is an increasing effort on the part of journals another publication venues to make the data underlying research reported and publications available with those publications. This is much easier to do with quantitative data (especially when it is anonymous). Essentially reproducibility boils down to the ability of researchers who may wish to check the results claim to buy other researchers.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,175,Human,Mixed Methods,I associate the term reproducibility mostly with quantitative methods and quantitative data. Although even in those contacts there can be quite a degree of variation in what is possible with respect to reproducibility. In my experience there is an increasing effort on the part of journals another publication venues to make the data underlying research reported and publications available with those publications. This is much easier to do with quantitative data (especially when it is anonymous). Essentially reproducibility boils down to the ability of researchers who may wish to check the results claim to buy other researchers.,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Qualified rejection,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,0,0,0,0,1,0,0,
34,189,R_1kOHtr8wTJB8quW,Physical,Mixed Methods,"The data should be real and reproducible. The results should be robust, stable and reproducible by other researchers.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,189,Physical,Mixed Methods,"The data should be real and reproducible. The results should be robust, stable and reproducible by other researchers.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,0,1,0,0,
18,29,R_2bOYuLjGWXyvolX,Nature/society,Quantitative,"Do we share enough information about our methods such that someone else, given access to similar data, could repeat the analysis",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,29,Nature/society,Quantitative,"Do we share enough information about our methods such that someone else, given access to similar data, could repeat the analysis",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,1,1,0,0,0,
19,36,R_1lc9uNrzDev2jbD,Physical,Mixed Methods,Providing detailed methodologies and possibly data and codes that can be used to reproduce results. Also to enable other researchers use methods confidently in their studies.,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,36,Physical,Mixed Methods,Providing detailed methodologies and possibly data and codes that can be used to reproduce results. Also to enable other researchers use methods confidently in their studies.,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,0,0,1,1,0,0,0,
98,199,R_Zsih1UuO5mY3B3b,Human,Qualitative,"As a historical geographer, working with qualitative research methods, I understand reproducibility more in terms of sources than of methods. I see reproducible research as being that which makes clear the origin and location of its data.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,199,Human,Qualitative,"As a historical geographer, working with qualitative research methods, I understand reproducibility more in terms of sources than of methods. I see reproducible research as being that which makes clear the origin and location of its data.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,0,0,
73,13,R_cvyXNRYOpcfkcWR,Nature/society,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
74,31,R_2rDbqNnByTEM3pH,Methods,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
75,43,R_2VaRq5PbXhScxGp,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
76,44,R_3PRnEpYOyqf5TEY,Physical,Mixed Methods,"For the term ""reproducibility"", I am more concerned with the broader applicability of the research method or results.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not sure how to code this,44,Physical,Mixed Methods,"For the term ""reproducibility"", I am more concerned with the broader applicability of the research method or results.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
77,54,R_2zD32klEYXmuGaw,Physical,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
78,56,R_2CwFBUGlFvlfcnR,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
79,63,R_3F41dYo81zi1Dq1,Physical,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
