,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_5_TEXT,Q4,Q5,Q6,Q7a,Q7a_1,Q7a_2,Q7a_3,Q7b,Q7b_1,Q7c,Q7c_1,Q7c_2,Q7c_3,Q7d,Q7d_1,Q7d_2,Q7e,Q7e_1,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12a,Q13_1_1,Q13_2_1,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17a,Q18,Q19,Q19_9_TEXT,Q20,Q20_5_TEXT,Q21,Q21_7_TEXT,Q22,Q23
40,5/17/2022 17:55,5/17/2022 18:19,IP Address,100,1454,TRUE,5/17/2022 18:19,R_1PRX9hoSmJAowNa,,31.2222,121.4581,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,Very little,The ability of a research to have its procedures and outcomes reproduced.,To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Somewhat,Most of the time,To a great extent,Never,,Never,Not at all,,,Not at all,,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Yes,No,No,No,No,No,Yes,The increase the credibility and applicability of our theories and models.,None,Some,None,"Yes, all","Yes, all","Yes, some",Did not attempt,Not yet.,,60,Never,Rarely,Occasionally,Never,Never,Occasionally,Rarely,Never,Frequently,Occasionally,Rarely,Rarely,,Principal investigator of the study,,Somewhat important,Somewhat important,Somewhat not important,Very important,Somewhat important,Somewhat important,Somewhat not important,Very important,Somewhat important,Somewhat important,,6 - 10 people,Associate professor/lecturer,,Male,,Asian,,China,
41,5/17/2022 18:14,5/17/2022 18:25,IP Address,100,630,TRUE,5/17/2022 18:25,R_3lXqZe3fUBXVpP8,,53.4507,-2.3186,email,EN,55+ years old,Yes,Human geography,,Qualitative,To a great extent,The extent to which the research design can be replicated in different geographical contexts,Very little,Rarely,Obtaining or collecting data,Never,To a great extent,Most of the time,Somewhat,Never,,Always,Not at all,,,Not at all,,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Yes,Yes,No,Yes,No,No,Yes,I have gone from  a one city based study to reproducing the research design over 6 cities in the global south in order to explore comparative urban research,None,Some,None,"Yes, all","Yes, all","Yes, some","Yes, all",,0,0,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,"1. The cost of engaging in such research if you are attempting to reproduce research over a number of sites.

2.The lack of importance attached to reproducibility in qualitative research in the social sciences",Peer-reviewer(s),,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,Not important,Not important,Not important,The development of comparative research,16+ people,Full professor/lecturer,,Female,,White,,Canada,I would like to be entered into the prize draw
42,5/17/2022 18:26,5/17/2022 18:41,IP Address,100,877,TRUE,5/17/2022 18:41,R_2aM2dTWmInyaTnE,,31.7197,121.2899,email,EN,55+ years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,The effects of a proposed method or technique can observed by others and it can be implemented in real scenario.   ,To a great extent,Some of the time,Data analysis,Some of the time,To a great extent,Most of the time,To a great extent,Most of the time,Always,Some of the time,Somewhat,Some of the time,Some of the time,Somewhat,Some of the time,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Some,Some,None,"Yes, some","Yes, some","Yes, some","Yes, some",,30,GIS,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,16+ people,Full professor/lecturer,,Male,,Prefer not to say,,China,
43,5/17/2022 18:10,5/17/2022 18:42,IP Address,100,1878,TRUE,5/17/2022 18:42,R_3LhkVXgtdkK6IOR,,30.2994,120.1612,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,Somewhat,The research can be repeated with the same condition.,To a great extent,Some of the time,Data cleaning or pre-processing,Some of the time,Somewhat,Some of the time,To a great extent,Rarely,Never,Never,To a great extent,Some of the time,Some of the time,Very little,Rarely,Agree,Disagree,,Agree,Agree,Disagree,Yes,Yes,Yes,No,Yes,Yes,Yes,Comparison,Some,Some,Some,"Yes, some","Yes, some","Yes, some",No,,,40,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,Principal investigator of the study,,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,2 - 5 people,Associate professor/lecturer,,Male,,Asian,,China,
44,5/17/2022 14:37,5/17/2022 19:13,IP Address,100,16566,TRUE,5/17/2022 19:14,R_5d2qqOiCDldenrr,,44.4829,-73.2253,email,EN,35-54 years old,Yes,Human geography,,Mixed Methods,To a great extent,The ability to recreate the same experiment or research given similar contexts and resources.,Somewhat,Some of the time,Data cleaning or pre-processing,Some of the time,Not at all,,To a great extent,Always,Rarely,Some of the time,Very little,Never,,Very little,Rarely,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Timeliness and suitability,Some,Some,Some,"Yes, some","Yes, some","Yes, some","Yes, some",,75,80,Rarely,Frequently,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Frequently,Occasionally,Occasionally,Frequently,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,6 - 10 people,Full professor/lecturer,,Male,,Asian,,United States of America,I would like to be entered into the prize draw
45,5/17/2022 18:51,5/17/2022 19:26,IP Address,100,2095,TRUE,5/17/2022 19:26,R_2VaRq5PbXhScxGp,,34.7599,113.6459,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Mixed Methods,To a great extent,,To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,Somewhat,Most of the time,To a great extent,Most of the time,Rarely,Always,To a great extent,Most of the time,Rarely,Very little,Some of the time,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,All,None,"Yes, some","Yes, some","Yes, some","Yes, all",,90,90,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,16+ people,Assistant professor/lecturer,,Female,,Asian,,Germany,I would like to be entered into the prize draw
46,5/17/2022 18:58,5/17/2022 19:32,IP Address,100,2036,TRUE,5/17/2022 19:32,R_3PRnEpYOyqf5TEY,,29.2683,114.9589,email,EN,18-34 years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,"For the term ""reproducibility"", I am more concerned with the broader applicability of the research method or results.",Somewhat,Some of the time,Data cleaning or pre-processing,Some of the time,To a great extent,Always,Somewhat,Some of the time,Always,Some of the time,Somewhat,Some of the time,Some of the time,Very little,Some of the time,Agree,Disagree,,Strongly agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1. Interested in research methods;
2. Doubt about the results.",Some,Some,Some,"Yes, some","Yes, some","Yes, some","Yes, some",,70,80,Rarely,Occasionally,Occasionally,Frequently,Frequently,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,"1. Lack of publishing raw data
2. Lack of publishing research protocols or computer code",Principal investigator of the study,,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,,6 - 10 people,"Graduate student (PhD, masters)",,Male,,Asian,,China,I would like to be entered into the prize draw
47,5/17/2022 19:30,5/17/2022 19:35,IP Address,100,340,TRUE,5/17/2022 19:35,R_3R1pDNGfJNwC5fl,,8.1832,77.4277,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Mixed Methods,To a great extent,Interpolation ,To a great extent,Always,Data analysis,Always,To a great extent,Always,To a great extent,Always,Most of the time,Most of the time,Somewhat,Most of the time,Some of the time,Very little,Rarely,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,All,Some,Some,No,"Yes, some","Yes, some","Yes, some",,75,75,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,MA,Peer-reviewer(s),,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,NA,6 - 10 people,Research scientist,,Male,,Asian,,Portugal,I would like to be entered into the prize draw
48,5/17/2022 19:17,5/17/2022 19:38,IP Address,100,1292,TRUE,5/17/2022 19:38,R_aWqs9BqHalJPYsN,,22.3847,114.1965,email,EN,55+ years old,Yes,Human geography,,Qualitative,Very little,obtaining consistent research findings using the same data and analysis methods ,Very little,Never,,,Not at all,,Very little,Never,,Never,Not at all,,,Not at all,,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,No,No,No,No,No,No,No,,,,,,,,,,80,80,Never,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,,Principal investigator of the study,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,,2 - 5 people,Assistant professor/lecturer,,Female,,Asian,,Hong Kong (S.A.R.),I would like to be entered into the prize draw
49,5/17/2022 17:01,5/17/2022 19:41,IP Address,100,9558,TRUE,5/17/2022 19:41,R_3L1gKRijWwBksXA,,37.3197,-76.7625,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,An ability to produce consistent results when an experiment is repeated!,To a great extent,Always,Data analysis,Most of the time,To a great extent,Most of the time,To a great extent,Most of the time,Always,Most of the time,To a great extent,Some of the time,Rarely,Not at all,,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Yes,Yes,No,Yes,Yes,Yes,Yes,So my research can be used by other users!,Some,Some,All,No,"Yes, some","Yes, some",No,,5%,3%,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,NA,Principal investigator of the study,,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,NA,2 - 5 people,Research scientist,,Male,,Asian,,United States of America,I would like to be entered into the prize draw
50,5/17/2022 19:34,5/17/2022 19:44,IP Address,100,635,TRUE,5/17/2022 19:44,R_3GdCuIVR9x5HnmR,,42.5951,-72.0613,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Mixed Methods,To a great extent,Reproducibility means being able to create the same outputs using the same data and methods by another researcher. This definition changes slightly depending what science you focus on as it can be altered for more GIS/Data Science researchers as this term is used slightly differently in computer science. ,To a great extent,Some of the time,"Data cleaning or pre-processing,Data analysis",Some of the time,Somewhat,Some of the time,To a great extent,Most of the time,Some of the time,Always,Somewhat,Rarely,Rarely,Somewhat,Rarely,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,75,75,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Rarely,Frequently,Occasionally,,"Principal investigator of the study,Peer-reviewer(s)",,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,6 - 10 people,"Graduate student (PhD, masters)",,Male,,White,,United States of America,I would like to be entered into the prize draw
51,5/17/2022 19:37,5/17/2022 20:11,IP Address,100,2037,TRUE,5/17/2022 20:11,R_2w7dNdQLcKE3NQq,,39.1488,117.1762,email,EN,35-54 years old,No,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,The experimental results which will be reproduced by others under the same procedure,Very little,Some of the time,Data analysis,Most of the time,To a great extent,Always,To a great extent,Always,Most of the time,Some of the time,Very little,Some of the time,Rarely,Very little,Some of the time,Agree,,Strongly agree,Strongly agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,The results published by the others are inconsistent with mine.,Some,Some,Some,"Yes, some",No,No,No,,50,50,Occasionally,Never,Rarely,Frequently,Frequently,Never,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Rarely,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,2 - 5 people,Associate professor/lecturer,,Male,,Asian,,China,
52,5/17/2022 20:21,5/17/2022 20:45,IP Address,100,1458,TRUE,5/17/2022 20:45,R_1LzA7lIjsqr41wj,,30.589,114.2681,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,Sharing data and code when submitting papers to journals. Drawing figures with code instead of softwares.   ,To a great extent,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,Somewhat,Some of the time,To a great extent,Some of the time,Most of the time,Most of the time,To a great extent,Most of the time,Some of the time,Somewhat,Some of the time,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,10,10,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Frequently,Peer review process is flawed. The review report is kept confidential. ,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,,6 - 10 people,Full professor/lecturer,,Male,,Asian,,China,I would like to be entered into the prize draw
53,5/17/2022 21:30,5/17/2022 21:42,IP Address,100,722,TRUE,5/17/2022 21:42,R_sGajci8EN3p6VTb,,38.4123,27.1424,email,EN,35-54 years old,Unsure,Other (specify),Archaeology,Mixed Methods,To a great extent,Following methods a workflows that are reproducible by other scholars with the aim of demonstrating validity of research conclusions.,To a great extent,Some of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Very little,Never,Somewhat,Most of the time,Rarely,Rarely,Very little,Never,,Not at all,,Disagree,Disagree,Agree,Agree,Agree,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,50,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,"Anthropogenic (and to a lesser extent natural) landscape change in regional archaeological survey continually alters the ""population"" and ""samples"" of the population that are studied, resulting in an impossibility of 100% reproducibility (as the materials being studied themselves change over time). For that reason I defined reproducibility in this subfield based only on reproducing of methods and workflows, etc.","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"Archaeological survey is a field unfortunately cursed with diversity of practice. Adopting reproducible research practices will aid the spread of best practices globally, thereby improving the field altogether.",16+ people,Full professor/lecturer,,Male,,White,,Turkey,I would like to be entered into the prize draw
54,5/17/2022 21:15,5/17/2022 21:47,IP Address,100,1964,TRUE,5/17/2022 21:47,R_3MxnlKS3hC5ET6l,,45.5178,-73.6046,email,EN,35-54 years old,Yes,Human geography,,Qualitative,Very little,"if some had access to the same research participants/primary sources and were using the same methods, they would come to the same conclusions/analysis",Somewhat,Some of the time,Obtaining or collecting data,Never,Somewhat,Rarely,Not at all,,,,Not at all,,,Not at all,,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,No,No,No,Yes,No,No,No,,,,,,,,,,60,20,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,,Frequently,Occasionally,"in human geography, context (timing, location, events) can have impacts ",Funding agency,,Somewhat not important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat important,Somewhat important,Very important,,2 - 5 people,Full professor/lecturer,,Female,,White,,Canada,
55,5/17/2022 21:27,5/17/2022 21:49,IP Address,100,1363,TRUE,5/17/2022 21:49,R_0ICyV5xgAsZ2FYl,,8.4832,76.9458,email,EN,35-54 years old,Unsure,Other (specify),Paleoclimatology,Mixed Methods,Somewhat,"I am a paleoclimatologist working on sediment chronology and geochemistry. Thus, data reproducibility is the first priority in our research. Further, the paleoclimate reconstruction, we make as per the geochemical variability should corroborate and thus reproduced with the globally accepted understanding of the climatic episodes. ",Very little,Rarely,Obtaining or collecting data,Some of the time,Somewhat,Most of the time,Somewhat,Most of the time,Rarely,Never,Not at all,,,Very little,Never,Disagree,,Strongly agree,Strongly agree,Disagree,Agree,No,Yes,,Yes,,Yes,Yes,Regional scale climate is more or less should be reproducible when attempting paleoclimate reconstruction while minor variations can be seen if the resolution of the archive used in the study is higher than the regional based climate we are dealing with...,Some,Some,None,"Yes, some",Did not attempt,Did not attempt,"Yes, all",The geochemical data reproducibility of the sediment samples could have been the major reason not to proceed with interpretation followed by publication. The poor reproducibility of data (accuracy and precision) may lead to spurious data and its trends which might lead to erroneous past climate reconstruction.,70,70,Frequently,Frequently,Frequently,Occasionally,Occasionally,Rarely,Never,Rarely,Never,Rarely,Occasionally,Never,"Understanding the instrumentation that provides data for interpretation, its discrepancies and complexities",Other (specify)," Researchers (scientist, students, post doc, Principle investigator, etc)  who are producing the data should be ethical enough to produce  reproducible data",Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,"Reliable and reproducible data will provide appropriate past climate reconstruction and even if their is some kind of minor climate perturbation not yet inferred, it can be confidently identified if the dataset is reliable and reproducible.",2 - 5 people,Other (specify),Project Scientist,Female,,Asian,,India,I would like to be entered into the prize draw
56,5/17/2022 22:09,5/17/2022 22:21,IP Address,100,717,TRUE,5/17/2022 22:21,R_2zD32klEYXmuGaw,,39.9075,116.3972,email,EN,35-54 years old,No,"Physical geography, earth and environmental sciences",,Mixed Methods,To a great extent,,Somewhat,Always,Data analysis,,To a great extent,Always,To a great extent,Always,Never,Some of the time,Somewhat,Some of the time,Rarely,Not at all,,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,All,Some,"Yes, all","Yes, all","Yes, all","Yes, all",,90,95,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,11 - 15 people,Associate professor/lecturer,,Male,,Asian,,China,
57,5/17/2022 23:16,5/17/2022 23:37,IP Address,100,1292,TRUE,5/17/2022 23:37,R_3JqhzhJtJOepNLz,,25.5908,85.1348,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,Any research or study published publicly should provide enough information so that other experts in the field can reproduce the reported results or perform the proposed study for their area of interest.,To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis",Some of the time,Somewhat,Some of the time,To a great extent,Never,,Never,To a great extent,Always,Always,Somewhat,Some of the time,Agree,,Agree,Strongly agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1. I had to apply an old method to a new study area. To ensure that all the steps and parameters are the same, I reproduced the results for the known study area before trying it on a new area.

2. We had developed a novel data on land cover, which appeared better than the ones already present in the literature. We had reservations about the quality of one of the existing datasets. To rigorously evaluate it under different settings, we reproduced the results using the pre-trained models published by the previous paper.",Some,Some,Some,"Yes, some","Yes, some","Yes, all",No,We were testing out different methods. We moved on after comparing a few methods. Never got the time to revisit. This happens all the time.,70,80,Rarely,Frequently,Occasionally,Rarely,Frequently,Occasionally,Rarely,Frequently,Occasionally,Occasionally,Frequently,Occasionally,,"Peer-reviewer(s),Funding agency",,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,6 - 10 people,Technician/research assistant,,Male,,Asian,,India,I would like to be entered into the prize draw
58,5/18/2022 0:08,5/18/2022 0:57,IP Address,100,2932,TRUE,5/18/2022 0:57,R_2CwFBUGlFvlfcnR,,40.4163,-3.6934,email,EN,18-34 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,Somewhat,,Somewhat,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,Somewhat,Some of the time,To a great extent,Always,Always,Some of the time,To a great extent,Always,Always,Very little,Never,Disagree,Disagree,Disagree,Agree,Agree,,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,80,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Never,,Principal investigator of the study,,Very important,Very important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Very important,,1 person,Post-doctoral fellow,,Male,,White,,Spain,I would like to be entered into the prize draw
59,5/18/2022 0:53,5/18/2022 1:00,IP Address,100,405,TRUE,5/18/2022 1:00,R_2Wu0UAmsrkxj3nU,,52.5165,1.0231,email,EN,55+ years old,Yes,Nature and society,,Mixed Methods,Somewhat,Whether someone else following the same methodology would reproduce the same results,Very little,Never,,,To a great extent,Most of the time,To a great extent,Most of the time,Always,Never,Somewhat,Never,,Very little,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Yes,No,Yes,No,No,Yes,Yes,,All,None,None,"Yes, all",No,"Yes, all","Yes, all",,25,10,Rarely,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,2 - 5 people,Full professor/lecturer,,Male,,White,,United Kingdom of Great Britain and Northern Ireland,
60,5/18/2022 0:54,5/18/2022 1:05,IP Address,100,656,TRUE,5/18/2022 1:05,R_shaBb0wRKEJdBex,,50.0805,14.467,email,EN,35-54 years old,Yes,Human geography,,Mixed Methods,To a great extent,"Being able to reproduce the research in different sectors, geographic units...",Somewhat,Some of the time,Data visualization or mapping,Some of the time,Very little,Rarely,To a great extent,Some of the time,Rarely,Some of the time,To a great extent,Rarely,Never,Very little,Never,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Yes,Yes,Yes,,No,No,Yes,I do not think I can do a good original research,Some,Some,Some,No,No,No,"Yes, some",,70,50,Rarely,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s)",,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,,2 - 5 people,Associate professor/lecturer,,Female,,White,,Czech Republic,
61,5/17/2022 23:24,5/18/2022 1:26,IP Address,100,7273,TRUE,5/18/2022 1:26,R_2OTGFtc00n3rxeS,,41.3751,120.3794,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,Other people who do the same experiment can get roughly equivalent data,To a great extent,Always,Data analysis,Some of the time,To a great extent,Always,Somewhat,Always,Rarely,Rarely,Somewhat,Rarely,Rarely,Somewhat,Most of the time,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,The research results of a large number of papers seem to be perfect and do not seem to accord with the facts.,Some,Some,Some,"Yes, some","Yes, some","Yes, some",No,,60,50,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Rarely,Frequently,Frequently,Occasionally,Rarely,Data selection for expected results of the authors.,Principal investigator of the study,,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,The cost of repeated sampling in geographical field is too high,2 - 5 people,Associate professor/lecturer,,Male,,Asian,,China,
62,5/18/2022 1:21,5/18/2022 1:26,IP Address,100,334,TRUE,5/18/2022 1:26,R_Ti7hnbsMj3uC79D,,52.4002,4.9385,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,To a great extent,"that other researchers can not only reproduce our study (and results), but also transfer methods to other study areas, update it with new (spatial) data, or evaluate the accuracy/uncertainty of our results.",To a great extent,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,Somewhat,Some of the time,To a great extent,Always,Always,Always,To a great extent,Some of the time,Rarely,Somewhat,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Yes,Yes,Yes,Yes,Yes,,No,,,,,,,,,,70,75,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Frequently,,"Principal investigator of the study,Funding agency",,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,16+ people,Assistant professor/lecturer,,Male,,White,,Netherlands,
63,5/18/2022 1:17,5/18/2022 1:27,IP Address,100,589,TRUE,5/18/2022 1:27,R_3iyWBlm2gggYEiM,,52.0758,4.2925,email,EN,18-34 years old,Yes,Nature and society,,Qualitative,Very little,"I have never heard it before in the context of my research. It was never mentioned in any of my PhD training programmes (UK). I assume it means: 'if someone else was to study this topic, would they come to the same conclusions'. In the social sciences, reproducibility is assumed to be difficult to achieve due to each researcher's positionality. Instead, we write our positionalities into our research and don't tend to strive for reproducibility per se, as life scientists would.",Not at all,,,,To a great extent,Always,Not at all,,,,Not at all,,,Somewhat,Some of the time,Disagree,Agree,,Disagree,Disagree,Strongly agree,Yes,No,,No,No,No,No,,,,,,,,,,60,30,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Frequently,"The epistemologies used in social sciences, human geography, nature-society studies don't lend themselves to reproducibility - instead, we write our positionalities into our work.",Principal investigator of the study,,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,,11 - 15 people,"Graduate student (PhD, masters)",,Male,,White,,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw
